name,evolution_info,ability_1,ability_2,hidden_ability,hp,atk,def,sp_atk,sp_def,spd,catch_rate,rarity,obtainability,type1,type2,wiki_url,gen
Shuppet,It evolves into Banette upon reaching level 37.,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,29.41,Common,"['Land', 'Surfing', 'Excavation']",Ghost,,https://wiki.pokemonrevolution.net/index.php?title=Shuppet,3
Silcoon,"Silcoon evolves from Wurmple at level 7; thereafter, it will evolve into its final evolutionary stage in Beautifly at level 10.",Shed Skin,,,50,35,55,25,25,15,15.69,Common,"['Land', 'Headbutt Trees']",Bug,,https://wiki.pokemonrevolution.net/index.php?title=Silcoon,3
Skitty,It evolves into Delcatty when exposed to a Moon Stone.,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50,33.33,Uncommon,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Skitty,3
Slaking,"Slaking is a Normal-type Pokémon. Having evolved from Vigoroth at level , it is the final evolutionary stage of Slakoth.",Truant,,,150,160,100,95,65,100,5.88,Unhuntable,['Wild'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Slaking,3
Slakoth,"It evolves into Vigoroth upon reaching level 18, which then evolves into Slaking when it reaches level 36.",Truant,,,60,60,60,35,35,30,33.33,Uncommon,"['Land', 'Headbutt Trees', 'Bosses']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Slakoth,3
Snorunt,,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,24.84,Uncommon,"['Land', 'Excavation']",Ice,,https://wiki.pokemonrevolution.net/index.php?title=Snorunt,3
Solrock,,Levitate,,,70,95,85,55,65,70,5.88,Rare,"['Land', 'Surfing', 'Excavation']",Rock, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Solrock,3
Spheal,"It evolves into Sealeo upon reaching level 32, which then evolves into Walrein when it reaches level 44.",Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,33.33,Uncommon,"['Land', 'Surfing', 'Fishing']",Ice, Water,https://wiki.pokemonrevolution.net/index.php?title=Spheal,3
Spinda,,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60,33.33,Common,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Spinda,3
Spoink,"Spoink is a Psychic type Pokémon.
It evolves into Grumpig upon reaching level 32.",Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,33.33,Uncommon,"['Land', 'Excavation']",Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Spoink,3
Surskit,It evolves into Masquerain upon reaching level 22.,Swift Swim,,Rain Dish,40,30,32,50,52,65,26.14,Common,"['Land', 'Headbutt Trees', 'Surfing', 'Fishing']",Bug, Water,https://wiki.pokemonrevolution.net/index.php?title=Surskit,3
Swablu,It evolves into Altaria upon reaching level 35.,Natural Cure,,Cloud Nine,45,40,60,40,75,50,33.33,Rare,"['Land', 'Bosses', 'Doctors Quest']",Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Swablu,3
Swalot,Swalot is a Poison-type Pokémon. Having evolved from Gulpin at level 26.,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,9.8,Unhuntable,[],Poison,,https://wiki.pokemonrevolution.net/index.php?title=Swalot,3
Swampert,"Swampert is a Water and Ground-type Pokémon. Having evolved from Marshtomp at level 36, it is the final evolutionary stage of Mudkip.",Torrent,,Damp,100,110,90,85,90,60,5.88,Unhuntable,[],Water, Ground,https://wiki.pokemonrevolution.net/index.php?title=Swampert,3
Swellow,Swellow is a Normal and Flying-type Pokémon. Having evolved from Taillow at level 22.,Guts,,Scrappy,60,85,60,50,50,125,5.88,Uncommon,['Wild'],Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Swellow,3
Taillow,It evolves into Swellow upon reaching level 22.,Guts,,Scrappy,40,55,30,30,30,85,26.14,Common,"['Land', 'Headbutt Trees']",Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Taillow,3
Torchic,"Torchic is a Hoenn's Fire type starter Pokémon. It evolves into Combusken upon reaching level 16, which then evolves into Blaziken after reaching level 36.",Blaze,,Speed Boost,45,60,40,70,50,45,5.88,Rare,"['Wild', 'Headbutt Trees', 'NPCs']",Fire,,https://wiki.pokemonrevolution.net/index.php?title=Torchic,3
Torkoal,,White Smoke,Drought,Shell Armor,70,85,140,85,70,20,11.76,Uncommon,"['Land', 'Excavation', 'Bosses']",Fire,,https://wiki.pokemonrevolution.net/index.php?title=Torkoal,3
Trapinch,"It evolves into Vibrava upon reaching level 35, which then evolves into Flygon at level 45.",Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10,33.33,Rare,"['Land', 'Excavation', 'Dig Spots', 'Bosses']",Ground,,https://wiki.pokemonrevolution.net/index.php?title=Trapinch,3
Treecko,"Treecko is a Grass-type Pokémon. It evolves into Grovyle at level 16, which then evolves into its final-stage form in Sceptile at level 36.",Overgrow,,Unburden,40,45,35,65,55,70,5.88,Rare,"['Land', 'Headbutt Trees', 'Starter Pokémon', 'Professor Birch (boss)', 'Hoenn Daycare']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Treecko,3
Tropius,,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,26.14,Uncommon,['Land'],Grass, Flying,https://wiki.pokemonrevolution.net/index.php?title=Tropius,3
Vibrava,"Having it evolved from Trapinch upon reaching level 35, and evolves into Flygon at level 45.",Levitate,,,50,70,50,50,50,70,15.69,Rare,"['Land', 'Headbutt Trees']",Ground, Dragon,https://wiki.pokemonrevolution.net/index.php?title=Vibrava,3
Vigoroth,"Vigoroth is a Normal-type Pokémon. Having evolved from Slakoth at level 18, it evolves into Slaking at level 36.",Vital Spirit,,,80,80,80,55,55,90,15.69,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Vigoroth,3
Volbeat,,Illuminate,Swarm,Prankster,65,73,55,47,75,85,19.61,Uncommon,"['Land', 'Headbutt Trees']",Bug,,https://wiki.pokemonrevolution.net/index.php?title=Volbeat,3
Wailmer,It evolves into Wailord starting at level 40.,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,16.34,Uncommon,"['Surfing', 'Fishing', 'Bosses']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Wailmer,3
Wailord,It evolves from Wailmer starting at level 40.,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,7.84,Rare,['Surfing'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Wailord,3
Walrein,"Walrein is an Ice and Water-type Pokémon. Having evolved from Sealeo at level 44, it is the final evolutionary stage of Spheal.",Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,5.88,Unhuntable,[],Ice, Water,https://wiki.pokemonrevolution.net/index.php?title=Walrein,3
Whiscash,Whiscash is a Water and Ground-type Pokémon. Having evolved from Barboach at level 30.,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,9.8,Uncommon,['Surfing'],Water, Ground,https://wiki.pokemonrevolution.net/index.php?title=Whiscash,3
Whismur,"It evolves into Loudred upon reaching level 20, which then evolves into Exploud at level 40.",Soundproof,,Rattled,64,51,23,51,23,28,24.84,Common,"['Land', 'Doctors Quest']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Whismur,3
Wingull,It evolves into Pelipper upon reaching level 25.,Keen Eye,Hydration,Rain Dish,40,30,30,55,30,85,24.84,Common,"['Land', 'Headbutt Trees', 'Surfing']",Water, Flying,https://wiki.pokemonrevolution.net/index.php?title=Wingull,3
Wurmple,,Shield Dust,,Run Away,45,45,35,20,30,20,33.33,Common,"['Land', 'Headbutt Trees']",Bug,,https://wiki.pokemonrevolution.net/index.php?title=Wurmple,3
Wynaut,It evolves into Wobbuffet upon reaching level 15.,Shadow Tag,,Telepathy,95,23,48,23,48,23,16.34,Rare,"['Land', 'Headbutt Trees', 'Bosses', 'Doctors Quest']",Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Wynaut,3
Zangoose,,Immunity,,Toxic Boost,73,115,60,60,60,90,11.76,Rare,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Zangoose,3
Zigzagoon,It evolves into Linoone upon reaching level 20.,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60,33.33,Common,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Zigzagoon,3
Abomasnow,It is the only evolutionary outlet of Snover having evolved from it upon reaching level 40.,Snow Warning,,Soundproof,90,92,75,92,85,60,7.84,Rare,['Land'],Grass, Ice,https://wiki.pokemonrevolution.net/index.php?title=Abomasnow,4
Ambipom,Ambipom is a Normal-type Pokémon. Having evolved from Aipom when leveled up while knowing Double Hit.,Technician,Pickup,Skill Link,75,100,66,60,66,115,5.88,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Ambipom,4
Arceus,,Multitype,,,120,120,120,120,120,120,0.39,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Arceus,4
Azelf,,Levitate,,,75,125,70,125,70,115,0.39,Unhuntable,[],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Azelf,4
Bastiodon,Bastiodon is a Rock and Steel-type Pokémon. Having evolved from Shieldon at level 30.,Sturdy,,Soundproof,60,52,168,47,138,30,5.88,Unhuntable,[],Rock, Steel,https://wiki.pokemonrevolution.net/index.php?title=Bastiodon,4
Bibarel,Bibarel is a Normal and Water-type Pokémon. Having evolved from Bidoof at level 15.,Simple,Unaware,Moody,79,85,60,55,60,71,16.6,Common,['Wild'],Normal, Water,https://wiki.pokemonrevolution.net/index.php?title=Bibarel,4
Bidoof,It evolves into Bibarel upon reaching level 15.,Simple,Unaware,Moody,59,45,40,35,40,31,33.33,Common,"['Land', 'Surfing', 'Headbutt Trees']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Bidoof,4
Bonsly,It evolves into Sudowoodo when leveled up while knowing Mimic.,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,33.33,Rare,"['Land', 'Bosses']",Rock,,https://wiki.pokemonrevolution.net/index.php?title=Bonsly,4
Bronzong,Bronzong is a Steel- and Psychic-type Pokémon. Having evolved from Bronzor at level 33.,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,11.76,Uncommon,['Wild'],Steel, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Bronzong,4
Bronzor,It evolves into Bronzong upon reaching level 33.,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,33.33,Uncommon,"['Land', 'Headbutt Trees', 'Excavation', 'Bosses', 'Dig Spots']",Steel, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Bronzor,4
Budew,"It evolves into Roselia when leveled up with max happiness (255) during daytime, which then evolves into Roserade when exposed to a Shiny Stone.",Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55,33.33,Uncommon,"['Land', 'Excavation', 'Bosses']",Grass, Poison,https://wiki.pokemonrevolution.net/index.php?title=Budew,4
Buizel,It evolves into Floatzel as early as level 26.,Swift Swim,,Water Veil,55,65,35,60,30,85,24.84,Uncommon,"['Land', 'Surfing', 'Fishing', 'Excavation']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Buizel,4
Buneary,It evolves into Lopunny when leveled up with maximum Happiness(255).,Run Away,Klutz,Limber,55,66,44,44,56,85,24.84,Rare,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Buneary,4
Burmy,It evolves into Wormadam or Mothim,Shed Skin,,Overcoat,40,29,45,29,45,36,15.69,Uncommon,"['Land', 'Headbutt Trees', 'Excavation']",Bug,,https://wiki.pokemonrevolution.net/index.php?title=Burmy,4
Carnivine,,Levitate,,,74,100,72,90,72,46,26.14,Rare,"['Land', 'Headbutt Trees']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Carnivine,4
Chatot,,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,3.92,Rare,"['Land', 'Headbutt Trees']",Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Chatot,4
Cherrim,Cherrim is a Grass-type Pokémon. Having evolved from Cherubi at level 25.,Flower Gift,,,70,60,70,87,78,85,9.8,Uncommon,['Wild'],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Cherrim,4
Cherubi,Cherubi is a Grass type Pokémon. It evolves into Cherrim at level 25.,Chlorophyll,,,45,35,45,62,63,35,24.84,Common,"['Wild', 'Headbutt Trees']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Cherubi,4
Chimchar,"It evolves into Monferno upon reaching level 14, which then evolves into Infernape at level 36. It is the Fire type starter of Sinnoh",Blaze,,Iron Fist,44,58,44,58,44,61,5.88,Rare,"['Land', 'Headbutt Trees', 'Bosses']",Fire,,https://wiki.pokemonrevolution.net/index.php?title=Chimchar,4
Chingling,It evolves into Chimecho when leveled up with maximum Happiness(255) during night-time.,Levitate,,,45,30,50,65,50,45,15.69,Uncommon,"['Land', 'Headbutt Trees']",Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Chingling,4
Combee,It evolves into Vespiquen upon reaching level 21; must be female.,Honey Gather,,Hustle,30,30,42,30,42,70,15.69,Uncommon,"['Land', 'Headbutt Trees', 'Excavation']",Bug, Flying,https://wiki.pokemonrevolution.net/index.php?title=Combee,4
Cranidos,It evolves into Rampardos upon reaching level 30.,Mold Breaker,,Sheer Force,67,125,40,30,30,58,5.88,Rare,"['Land', 'Skull Fossil']",Rock,,https://wiki.pokemonrevolution.net/index.php?title=Cranidos,4
Cresselia,,Levitate,,,120,70,120,75,130,85,0.39,Unhuntable,[],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Cresselia,4
Croagunk,It evolves into Toxicroak upon reaching level 37.,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,18.3,Rare,"['Land', 'Excavation']",Poison, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Croagunk,4
Darkrai,,Bad Dreams,,,70,90,90,135,90,125,0.39,Unhuntable,[],Dark,,https://wiki.pokemonrevolution.net/index.php?title=Darkrai,4
Dialga,,Pressure,,Telepathy,100,120,120,150,100,90,0.39,Unhuntable,[],Steel, Dragon,https://wiki.pokemonrevolution.net/index.php?title=Dialga,4
Drapion,It evolves from Skorupi starting at level 40.,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,5.88,Unhuntable,[],Poison, Dark,https://wiki.pokemonrevolution.net/index.php?title=Drapion,4
Drifblim,Drifblim is a Ghost and Flying-type Pokémon. Having evolved from Drifloon at level 28.,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,7.84,Unhuntable,[],Ghost, Flying,https://wiki.pokemonrevolution.net/index.php?title=Drifblim,4
Drifloon,It evolves into Drifblim upon reaching level 28.,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,16.34,Rare,"['Land', 'Headbutt Trees']",Ghost, Flying,https://wiki.pokemonrevolution.net/index.php?title=Drifloon,4
Dusknoir,It evolves from Dusclops when traded while holding a Reaper Cloth.,Pressure,,Frisk,45,100,135,65,135,45,11.76,Rare,[],Ghost,,https://wiki.pokemonrevolution.net/index.php?title=Dusknoir,4
Electivire,"Electivire is an Electric-type Pokémon. Having evolved from Electabuzz when traded holding an Electirizer, it is the final evolutionary stage of Elekid.",Motor Drive,,Vital Spirit,75,123,67,95,85,95,3.92,Unhuntable,[],Electric,,https://wiki.pokemonrevolution.net/index.php?title=Electivire,4
Empoleon,"Empoleon is a Water and Steel-type Pokémon. Having evolved from Prinplup at level 36, it is the final evolutionary stage of Piplup.",Torrent,,Defiant,84,86,88,111,101,60,5.88,Unhuntable,[],Water, Steel,https://wiki.pokemonrevolution.net/index.php?title=Empoleon,4
Finneon,It evolves into Lumineon upon reaching level 31.,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,24.84,Uncommon,"['Surfing', 'Fishing']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Finneon,4
Floatzel,It evolves from Buizel upon reaching level 26.,Swift Swim,,Water Veil,85,105,55,85,50,115,9.8,Uncommon,"['Land', 'Surfing']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Floatzel,4
Froslass,"Froslass is a Ice- and Ghost-type Pokémon.
It evolves from Snorunt when exposed to a Dawn Stone (Must be Female). It is the female counterpart to Glalie.",Snow Cloak,,Cursed Body,70,80,70,80,70,110,9.8,Rare,['Land'],Ice, Ghost,https://wiki.pokemonrevolution.net/index.php?title=Froslass,4
Gabite,It evolves from Gible starting at level 24 and then evolves into Garchomp upon reaching level 48.,Sand Veil,,Rough Skin,68,90,65,50,55,82,5.88,Rare,[],Dragon, Ground,https://wiki.pokemonrevolution.net/index.php?title=Gabite,4
Gallade,"Gallade is a Psychic and Fighting type Pokémon. It evolves from a male Kirlia when exposed to a Dawn Stone. 
It is the male counterpart to Gardevoir and the final evolution of Ralts.",Steadfast,,Justified,68,125,65,65,115,80,5.88,Unhuntable,[],Psychic, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Gallade,4
Garchomp,It evolves from Gabite starting at level 48.,Sand Veil,,Rough Skin,108,130,95,80,85,102,5.88,Unhuntable,['World Quest'],Dragon, Ground,https://wiki.pokemonrevolution.net/index.php?title=Garchomp,4
Gastrodon,Gastrodon is a Water and Ground-type Pokémon. Having evolved from Shellos at level 30.,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,9.8,Rare,['Surfing'],Water, Ground,https://wiki.pokemonrevolution.net/index.php?title=Gastrodon,4
Gible,"It evolves into Gabite upon reaching level 24, which then evolves into Garchomp at level 48.",Sand Veil,,Rough Skin,58,70,45,40,45,42,5.88,Rare,"['Land', 'Excavation', 'Bosses']",Dragon, Ground,https://wiki.pokemonrevolution.net/index.php?title=Gible,4
Giratina,,Pressure,,Telepathy,150,100,120,100,120,90,0.39,Unhuntable,[],Ghost, Dragon,https://wiki.pokemonrevolution.net/index.php?title=Giratina,4
Glaceon,Glaceon is an Ice type Pokémon and one of the 8 evolutions of Eevee. It evolves from Eevee after leveling up in either Route 217 or the Low Tide Rooms of Shoal Cave.,Snow Cloak,,Ice Body,65,60,110,130,95,65,5.88,Unhuntable,[],Ice,,https://wiki.pokemonrevolution.net/index.php?title=Glaceon,4
Glameow,It evolves into Purugly upon reaching level 38.,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,24.84,Uncommon,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Glameow,4
Gliscor,Gliscor is a Ground and Flying type Pokémon. It evolves from Gligar when leveled up while holding a Razor Fang during nighttime.,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,3.92,Unhuntable,[],Ground, Flying,https://wiki.pokemonrevolution.net/index.php?title=Gliscor,4
Grotle,"Grotle is a Grass-type Pokémon. Having evolved from Turtwig at level 18, it evolves into Torterra at level 32.",Overgrow,,Shell Armor,75,89,85,55,65,36,5.88,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Grotle,4
Happiny,"It evolves into Chansey when leveled up while holding an Oval Stone during the day-time; thereafter, it will evolve into Blissey when leveled up with maximal happiness.",Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,16.99,Rare,"['Wild', 'Kanto Daycare']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Happiny,4
Heatran,,Flash Fire,,Flame Body,91,90,106,130,106,77,0.39,Unhuntable,[],Fire, Steel,https://wiki.pokemonrevolution.net/index.php?title=Heatran,4
Hippopotas,It evolves into Hippowdon upon reaching level 34.,Sand Stream,,Sand Force,68,72,78,38,42,32,18.3,Rare,"['Land', 'Dig Spots']",Ground,,https://wiki.pokemonrevolution.net/index.php?title=Hippopotas,4
Hippowdon,It evolves from Hippopotas starting at level 34.,Sand Stream,,Sand Force,108,112,118,68,72,47,7.84,Rare,[],Ground,,https://wiki.pokemonrevolution.net/index.php?title=Hippowdon,4
Honchkrow,Honchkrow is a Dark and Flying-type Pokémon. Having evolved from Murkrow via Dusk Stone.,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,3.92,Unhuntable,[],Dark, Flying,https://wiki.pokemonrevolution.net/index.php?title=Honchkrow,4
Infernape,"Infernape is a Fire and Fighting-type Pokémon. Having evolved from Monferno at level 36, it is the final evolutionary stage of Chimchar.",Blaze,,Iron Fist,76,104,71,104,71,108,5.88,Unhuntable,[],Fire, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Infernape,4
Kricketot,It evolves into Kricketune upon reaching level 10.,Shed Skin,,Run Away,37,25,41,25,41,25,33.33,Uncommon,"['Land', 'Headbutt Trees']",Bug,,https://wiki.pokemonrevolution.net/index.php?title=Kricketot,4
Kricketune,It evolves from Kricketot upon reaching level 10.,Swarm,,Technician,77,85,51,55,51,65,5.88,Uncommon,['Land'],Bug,,https://wiki.pokemonrevolution.net/index.php?title=Kricketune,4
Leafeon,Leafeon is a Grass type Pokémon and one of the 8 evolutions of Eevee. It evolves from Eevee after leveling up in either Petalburg Woods or Eterna Forest.,Leaf Guard,,Chlorophyll,65,110,130,60,65,95,5.88,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Leafeon,4
Lickilicky,"It is the only evolutionary outlet of Lickitung, having evolved from it when leveled up while knowing Rollout.",Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,3.92,Uncommon,['Wild'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Lickilicky,4
Lopunny,Lopunny is a Normal-type Pokémon. Having evolved from Buneary with Max. Happiness.,Cute Charm,Klutz,Limber,65,76,84,54,96,105,7.84,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Lopunny,4
Lucario,"Lucario is a Fighting and Steel type Pokémon. 
It can Mega Evolve into Mega Lucario using the Lucarionite. 

It evolves from Riolu when leveled up with maximum Happiness(255) during daytime.",Steadfast,Inner Focus,Justified,70,110,70,115,70,90,5.88,Unhuntable,['Birth Island'],Fighting, Steel,https://wiki.pokemonrevolution.net/index.php?title=Lucario,4
Lumineon,"It is the only evolutionary outlet of Finneon, having evolved from it as early as level 31.",Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,9.8,Uncommon,['Surfing'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Lumineon,4
Luxio,It evolves from Shinx upon reaching level 15 and evolves into Luxray starting at level 30.,Rivalry,Intimidate,Guts,60,85,49,60,49,60,15.69,Rare,['Land'],Electric,,https://wiki.pokemonrevolution.net/index.php?title=Luxio,4
Luxray,Having evolved from Luxio at level 30.,Rivalry,Intimidate,Guts,80,120,79,95,79,70,5.88,Unhuntable,[],Electric,,https://wiki.pokemonrevolution.net/index.php?title=Luxray,4
Magmortar,"Magmortar is the evolved form of Magmar, which evolves when traded while holding a Magmarizer.",Flame Body,,Vital Spirit,75,95,67,125,95,83,3.92,Unhuntable,[],Fire,,https://wiki.pokemonrevolution.net/index.php?title=Magmortar,4
Magnezone,"Having evolved from Magneton when leveled up inside either the Power Plant, Mt. Coronet, or New Mauville, it is the final stage in Magnemite's evolutionary line.",Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,3.92,Unhuntable,[],Electric, Steel,https://wiki.pokemonrevolution.net/index.php?title=Magnezone,4
Mamoswine,It evolves from Piloswine after leveling up while knowing Ancient Power.,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,6.54,Unhuntable,['Land'],Ice, Ground,https://wiki.pokemonrevolution.net/index.php?title=Mamoswine,4
Manaphy,,Hydration,,,100,100,100,100,100,100,0.39,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Manaphy,4
Mantyke,It evolves into Mantine when leveled up with a Remoraid in your party.,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,3.27,Uncommon,"['Surfing', 'Fishing', 'Excavation']",Water, Flying,https://wiki.pokemonrevolution.net/index.php?title=Mantyke,4
Mesprit,,Levitate,,,80,105,105,105,105,80,0.39,Unhuntable,[],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Mesprit,4
Mime Jr.,It evolves into Mr. Mime when leveled up while knowing Mimic.,Soundproof,Filter,Technician,20,25,45,70,90,60,18.95,Rare,"['Land', 'Bosses']",Psychic, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Mime_Jr.,4
Mismagius,Mismagius is a Ghost-type Pokémon. Having evolved from Misdreavus via Dusk Stone.,Levitate,,,60,60,60,105,105,105,5.88,Unhuntable,[],Ghost,,https://wiki.pokemonrevolution.net/index.php?title=Mismagius,4
Monferno,"Monferno is a Fire and Fighting-type Pokémon. Having evolved from Chimchar at level 14, it evolves into Infernape at level 36.",Blaze,,Iron Fist,64,78,52,78,52,81,5.88,Unhuntable,[],Fire, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Monferno,4
Mothim,Mothim is a Bug and Flying-type Pokémon. Having evolved from male Burmy at level 20.,Swarm,,Tinted Lens,70,94,50,94,50,66,5.88,Rare,['Wild'],Bug, Flying,https://wiki.pokemonrevolution.net/index.php?title=Mothim,4
Munchlax,It evolves into Snorlax when leveled up with maximum Happiness(255).,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,6.54,Rare,"['Land', 'Headbutt Trees', 'Bosses']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Munchlax,4
Pachirisu,,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,26.14,Rare,"['Land', 'Headbutt Trees']",Electric,,https://wiki.pokemonrevolution.net/index.php?title=Pachirisu,4
Palkia,,Pressure,,Telepathy,90,120,100,150,120,100,0.39,Unhuntable,[],Water, Dragon,https://wiki.pokemonrevolution.net/index.php?title=Palkia,4
Phione,,Hydration,,,80,80,80,80,80,80,3.92,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Phione,4
Piplup,"It evolves into Prinplup upon reaching level 16, which then evolves into Empoleon at level 36. It is the Water type starter of Sinnoh.",Torrent,,Defiant,53,51,53,61,56,40,5.88,Rare,"['Land', 'Surfing', 'Headbutt Trees', 'Excavation', 'Bosses']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Piplup,4
Porygon-Z,It evolves from Porygon2 when traded while holding a Dubious Disc.,Adaptability,Download,Analytic,85,80,70,135,75,90,3.92,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Porygon-Z,4
Prinplup,"Prinplup is a Water-type Pokémon. Having evolved from Piplup at level 16, it evolves into Empoleon at level 36.",Torrent,,Defiant,64,66,68,81,76,50,5.88,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Prinplup,4
Probopass,"It evolves from Nosepass when leveled up in a Magnetic Field. Those being Power Plant, New Mauville, Mt. Coronet Center, Mt. Coronet North and Mt. Coronet South.",Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,7.84,Unhuntable,[],Rock, Steel,https://wiki.pokemonrevolution.net/index.php?title=Probopass,4
Purugly,Purugly is a Normal-type Pokémon. Having evolved from Glameow at level 38.,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,9.8,Rare,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Purugly,4
Rampardos,Rampardos is a Rock-type Pokémon. Having evolved from Cranidos at level 30.,Mold Breaker,,Sheer Force,97,165,60,65,50,58,5.88,Unhuntable,[],Rock,,https://wiki.pokemonrevolution.net/index.php?title=Rampardos,4
Regigigas,,Slow Start,,,110,160,110,80,110,100,0.39,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Regigigas,4
Rhyperior,"Having evolved from Rhydon when traded while holding a Protector, it is the final stage in Rhyhorn's evolutionary line.",Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,3.92,Unhuntable,[],Ground, Rock,https://wiki.pokemonrevolution.net/index.php?title=Rhyperior,4
